url,incident_number,links,occurred_on_date,district,district_name,shooting,location_of_occurrence,street,nature_of_incident,officer_journal_name,offenses,incident_clearance,number_of_arrestees,number_of_victims,number_of_offenders
https://www.wokewindows.org/incidents/212003125,212003125,false,2021-01-14 21:58:00,B2,Roxbury,false,"",PARKER ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/212003114,212003114,false,2021-01-14 21:54:00,B2,Roxbury,false,300 LONGWOOD AVE,LONGWOOD AVE,LARCENY THEFT OF BICYCLE,131216  ZACHARY CROSSEN,LARCENY THEFT OF BICYCLE,,,,
https://www.wokewindows.org/incidents/212003115,212003115,false,2021-01-14 21:30:00,B2,Roxbury,false,39 ROXBURY STREET,ROXBURY ST,THREATS TO DO BODILY HARM,051102  WILFREDO CORIANO,THREATS TO DO BODILY HARM,,,,
https://www.wokewindows.org/incidents/212003243,212003243,false,2021-01-14 21:28:00,D14,Brighton,false,"",COMMONWEALTH AVE,"",,SERVICE TO OTHER AGENCY,,,,
https://www.wokewindows.org/incidents/212003111,212003111,false,2021-01-14 21:27:00,C6,South Boston,false,"",,"",,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003113,212003113,false,2021-01-14 21:18:00,B2,Roxbury,false,131 DEVON ST,DEVON ST,INVESTIGATE PERSON,153072  MAX MCGUIRE,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003116,212003116,false,2021-01-14 21:14:00,B2,Roxbury,false,16 ROBEY ST,ROBEY ST,M/V - LEAVING SCENE - PROPERTY DAMAGE,103598  KEVIN COAKLEY,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212003106,212003106,false,2021-01-14 21:13:00,C11,Dorchester,true,7 EVERTON ST,EVERTON ST,ASSAULT - AGGRAVATED,117727  JOHN WOODS,ASSAULT - AGGRAVATED,,,,
https://www.wokewindows.org/incidents/212003121,212003121,false,2021-01-14 21:07:00,D14,Brighton,false,47 BRACKETT ST,BRACKETT ST,SICK ASSIST,131245  DAVID HERNANDEZ,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/212003108,212003108,false,2021-01-14 21:03:00,E5,West Roxbury,false,"",BLUE LEDGE DR,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/212003107,212003107,false,2021-01-14 20:57:00,D14,Brighton,false,372 WASHINGTON ST,WASHINGTON ST,VANDALISM,113365  THELMA GOMES,VANDALISM,,,,
https://www.wokewindows.org/incidents/212003112,212003112,false,2021-01-14 20:55:00,B2,Roxbury,false,77 CEDAR ST,CEDAR ST,INVESTIGATE PERSON,140324  KYLE HOLMES,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003109,212003109,false,2021-01-14 20:52:00,E18,Hyde Park,false,308 CUMMINS HWY,CUMMINS HWY,ASSAULT - SIMPLE,,ASSAULT - SIMPLE,,,,
https://www.wokewindows.org/incidents/212003096,212003096,false,2021-01-14 20:28:00,B3,Mattapan,false,21 FERNDALE ST,FERNDALE ST,SUDDEN DEATH,153068  MATTHEW FARLEY,SUDDEN DEATH,,,,
https://www.wokewindows.org/incidents/212003110,212003110,false,2021-01-14 20:24:00,E5,West Roxbury,false,98 KEYSTONE ST,KEYSTONE ST,SICK/INJURED/MEDICAL - PERSON,011428  SCOTT MACISAAC,SICK/INJURED/MEDICAL - PERSON,,,,
https://www.wokewindows.org/incidents/212003119,212003119,false,2021-01-14 20:23:00,D14,Brighton,false,272 PARSONS ST,PARSONS ST,LARCENY THEFT FROM MV - NON-ACCESSORY,,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN); LARCENY THEFT FROM MV - NON-ACCESSORY,,,,
https://www.wokewindows.org/incidents/212003091,212003091,false,2021-01-14 20:10:00,D14,Brighton,false,301 WASHINGTON ST,WASHINGTON ST,PROPERTY - FOUND,133888  KATRINA MAMMOLI,PROPERTY - FOUND,,,,
https://www.wokewindows.org/incidents/212003099,212003099,false,2021-01-14 20:07:00,C11,Dorchester,false,1505 DORCHESTER AVE,DORCHESTER AVE,SICK ASSIST,117727  JOHN WOODS,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/212003105,212003105,false,2021-01-14 20:06:00,B3,Mattapan,false,"",WESTVIEW ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/212003167,212003167,false,2021-01-14 20:00:00,E18,Hyde Park,false,455 GENEVA AVE,HYDE PARK AVE,THREATS TO DO BODILY HARM,,THREATS TO DO BODILY HARM,,,,
https://www.wokewindows.org/incidents/212003097,212003097,false,2021-01-14 19:52:00,B3,Mattapan,false,6 HOSMER ST,HOSMER ST,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,132064  SEAN L. O'BRIEN,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,,,,
https://www.wokewindows.org/incidents/212003101,212003101,false,2021-01-14 19:48:00,C11,Dorchester,false,1350 DORCHESTER AVE,DORCHESTER AVE,M/V - LEAVING SCENE - PERSONAL INJURY,116743  ARTHUR FRITCH,M/V - LEAVING SCENE - PERSONAL INJURY,,,,
https://www.wokewindows.org/incidents/212003100,212003100,false,2021-01-14 19:39:00,B3,Mattapan,false,"",HOSMER ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/212003092,212003092,false,2021-01-14 19:37:00,A1,Downtown,false,"",,INVESTIGATE PERSON,,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003103,212003103,false,2021-01-14 19:32:00,A1,Downtown,false,"",,INVESTIGATE PROPERTY,140298  BRIAN GARNEY,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/212003104,212003104,false,2021-01-14 19:24:00,B2,Roxbury,false,89 RUTHVEN ST,RUTHVEN ST,INVESTIGATE PERSON,,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003088,212003088,false,2021-01-14 19:24:00,C11,Dorchester,false,81 BRENT ST,BRENT ST,INVESTIGATE PERSON,,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003087,212003087,false,2021-01-14 19:19:00,C11,Dorchester,false,"",SPEEDWELL ST,"",,VANDALISM,,,,
https://www.wokewindows.org/incidents/212003085,212003085,false,2021-01-14 19:09:00,B2,Roxbury,false,"",HOLBORN ST,"",,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/212003320,212003320,false,2021-01-14 19:00:00,E5,West Roxbury,false,204 SHERMAN RD,SHERMAN RD,LARCENY ALL OTHERS,140333  ASHLEY SENA,LARCENY ALL OTHERS,,,,
https://www.wokewindows.org/incidents/212003081,212003081,false,2021-01-14 19:00:00,A15,Charlestown,false,250 NEW RUTHERFORD AVE,NEW RUTHERFORD AVE,M/V - LEAVING SCENE - PROPERTY DAMAGE,009758  CRAIG JONES,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212003084,212003084,false,2021-01-14 18:57:00,C6,South Boston,true,38 DALESSIO CT,DALESSIO CT,INVESTIGATE PROPERTY,140328  CARLOS PERALTA,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/212003095,212003095,false,2021-01-14 18:48:00,C6,South Boston,false,499 E SIXTH ST,E SIXTH ST,TOWED MOTOR VEHICLE,011184  STEVEN SMIGLIANI,TOWED MOTOR VEHICLE,,,,
https://www.wokewindows.org/incidents/212003079,212003079,false,2021-01-14 18:40:00,A7,East Boston,false,137 FALCON ST,FALCON ST,INVESTIGATE PROPERTY,,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/212003071,212003071,false,2021-01-14 18:31:00,D14,Brighton,false,64 GREYCLIFF RD,GREYCLIFF RD,BURGLARY - RESIDENTIAL,113365  THELMA GOMES,BURGLARY - RESIDENTIAL,,,,
https://www.wokewindows.org/incidents/212003073,212003073,false,2021-01-14 18:31:00,E13,Jamaica Plain,true,LAMARTINE ST & CENTRE ST,LAMARTINE ST & CENTRE ST,INVESTIGATE PROPERTY,011749  PATRICK WOOD,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/212003078,212003078,false,2021-01-14 18:31:00,B3,Mattapan,false,1178 BLUE HILL AVE,BLUE HILL AVENUE,ASSAULT - SIMPLE,144309  DARRYL DORSAINVIL,ASSAULT - SIMPLE,,,,
https://www.wokewindows.org/incidents/212003069,212003069,false,2021-01-14 18:28:00,E13,Jamaica Plain,false,3086 WASHINGTON ST,WASHINGTON ST,ASSAULT - AGGRAVATED,102383  STEPHEN PARENTEAU,ASSAULT - AGGRAVATED; ASSAULT - SIMPLE,,,,
https://www.wokewindows.org/incidents/212003076,212003076,false,2021-01-14 18:24:00,C11,Dorchester,false,519 GENEVA AVE,GENEVA AVE,SICK ASSIST,117727  JOHN WOODS,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/212003082,212003082,false,2021-01-14 18:18:00,E13,Jamaica Plain,false,1125 CENTRE ST,CENTRE ST,SICK/INJURED/MEDICAL - PERSON,,SICK/INJURED/MEDICAL - PERSON,,,,
https://www.wokewindows.org/incidents/212003086,212003086,false,2021-01-14 18:17:00,D4,South End,false,53 HUNTINGTON AVE,HUNTINGTON AVE,LARCENY SHOPLIFTING,153077  BRIAN MULVEY,LARCENY SHOPLIFTING,,,,
https://www.wokewindows.org/incidents/212003093,212003093,false,2021-01-14 18:10:00,C6,South Boston,false,547 E BROADWAY,E BROADWAY,PROPERTY - LOST THEN LOCATED,011641  CARL SHORTER,PROPERTY - LOST THEN LOCATED,,,,
https://www.wokewindows.org/incidents/212003067,212003067,false,2021-01-14 18:01:00,C11,Dorchester,false,89 WRENTHAM ST,FLORIDA ST,M/V - LEAVING SCENE - PROPERTY DAMAGE,111716  BRENDON BUCCELLI,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212003302,212003302,false,2021-01-14 18:00:00,D14,Brighton,false,27 SHANNON ST,WASHINGTON ST,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN),133888  KATRINA MAMMOLI,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN),,,,
https://www.wokewindows.org/incidents/212003062,212003062,false,2021-01-14 17:48:00,B3,Mattapan,false,34 KINGBIRD RD,KINGBIRD RD,INVESTIGATE PROPERTY,148312  MARK WHALEN,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/212003063,212003063,false,2021-01-14 17:39:00,A7,East Boston,false,144 WALDEMAR AVE,WALDEMAR AVE,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,011953  JOHN PUGSLEY,BREAKING AND ENTERING (B&E) MOTOR VEHICLE; LARCENY THEFT FROM MV - NON-ACCESSORY,,,,
https://www.wokewindows.org/incidents/212003056,212003056,false,2021-01-14 17:35:00,B3,Mattapan,false,1165 BLUE HILL AVE,BLUE HILL AVE,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,010238  JEAN ACLOQUE,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,,,,
https://www.wokewindows.org/incidents/212003054,212003054,false,2021-01-14 17:32:00,D4,South End,false,1145 WASHINGTON ST,WASHINGTON ST,AUTO THEFT,,AUTO THEFT,,,,
https://www.wokewindows.org/incidents/212003072,212003072,false,2021-01-14 17:31:00,A1,Downtown,false,450 WASHINGTON ST,WASHINGTON ST,LARCENY SHOPLIFTING,153360  GABRIEL ABREU,LARCENY SHOPLIFTING,,,,
https://www.wokewindows.org/incidents/212003058,212003058,false,2021-01-14 17:30:00,C11,Dorchester,false,40 GIBSON ST,GIBSON ST,INVESTIGATE PERSON,,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003060,212003060,false,2021-01-14 17:28:00,E13,Jamaica Plain,false,"",BOYLSTON ST,"",,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/212003064,212003064,false,2021-01-14 17:18:00,A7,East Boston,false,317 MERIDIAN ST,MERIDIAN ST,BURGLARY - RESIDENTIAL,012130  SHAWN MARANDO,BURGLARY - RESIDENTIAL,,,,
https://www.wokewindows.org/incidents/212003070,212003070,false,2021-01-14 17:17:00,C6,South Boston,false,1071 MASSACHUSETTS AVE,MASSACHUSETTS AVE,INVESTIGATE PERSON,053244  BRIAN PERRY,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003065,212003065,false,2021-01-14 17:14:00,B2,Roxbury,false,16 AKRON ST,AKRON ST,MISSING PERSON,103757  DAVID GODIN,MISSING PERSON,,,,
https://www.wokewindows.org/incidents/212003049,212003049,false,2021-01-14 17:14:00,D4,South End,false,534 BEACON ST,BEACON ST,LARCENY THEFT FROM BUILDING,,LARCENY THEFT FROM BUILDING,,,,
https://www.wokewindows.org/incidents/212003074,212003074,false,2021-01-14 17:13:00,B3,Mattapan,false,34 WHITFIELD ST,WHITFIELD ST,INVESTIGATE PERSON,144309  DARRYL DORSAINVIL,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003047,212003047,false,2021-01-14 17:08:00,D14,Brighton,false,"",WASHINGTON ST,"",,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003057,212003057,false,2021-01-14 16:48:00,A7,East Boston,false,"",BORDER ST,"",,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003055,212003055,false,2021-01-14 16:47:00,E5,West Roxbury,false,1404 LAGRANGE ST,LAGRANGE ST,M/V ACCIDENT - OTHER,096684  ISMAEL SOSA,M/V ACCIDENT - OTHER,,,,
https://www.wokewindows.org/incidents/212003042,212003042,false,2021-01-14 16:47:00,C11,Dorchester,false,184 SOUTHAMPTON ST,GIBSON ST,LARCENY THEFT FROM MV - NON-ACCESSORY,,LARCENY THEFT FROM MV - NON-ACCESSORY,,,,
https://www.wokewindows.org/incidents/212003048,212003048,false,2021-01-14 16:42:00,C6,South Boston,false,308 CONGRESS ST,CONGRESS ST,M/V ACCIDENT - OTHER,,M/V ACCIDENT - OTHER,,,,
https://www.wokewindows.org/incidents/212003040,212003040,false,2021-01-14 16:40:00,D4,South End,false,1 MONSIGNOR REYNOLDS WAY,MONSIGNOR REYNOLDS WAY,INVESTIGATE PROPERTY,,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/212003041,212003041,false,2021-01-14 16:27:00,A15,Charlestown,false,"",,M/V - LEAVING SCENE - PROPERTY DAMAGE,144420  AUSTIN BROOKS,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212003051,212003051,false,2021-01-14 16:26:00,C6,South Boston,false,19 TICKNOR ST,TICKNOR ST,TOWED MOTOR VEHICLE,103514  JOSE AMADO,TOWED MOTOR VEHICLE,,,,
https://www.wokewindows.org/incidents/212003043,212003043,false,2021-01-14 16:22:00,B3,Mattapan,false,"",GOODALE RD,"",,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/212003044,212003044,false,2021-01-14 16:19:00,B2,Roxbury,false,81 RUTHVEN ST,RUTHVEN ST,INVESTIGATE PERSON,,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003045,212003045,false,2021-01-14 16:12:00,C11,Dorchester,false,"",CROCKETT AVE,"",,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/212003300,212003300,false,2021-01-14 15:55:00,E5,West Roxbury,false,104 VOGEL ST,CENTRE ST,INVESTIGATE PERSON,156394  JUAN CRESPO-FLOREZ,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003036,212003036,false,2021-01-14 15:54:00,C11,Dorchester,false,"",GIBSON ST,M/V - LEAVING SCENE - PROPERTY DAMAGE,,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212003075,212003075,false,2021-01-14 15:50:00,E18,Hyde Park,false,"",,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,103759  W. SCOT GREEN,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,,,,
https://www.wokewindows.org/incidents/212003034,212003034,false,2021-01-14 15:33:00,B2,Roxbury,false,"",BRUNSWICK ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/212003035,212003035,false,2021-01-14 15:04:00,D4,South End,false,65 BURBANK ST,BURBANK ST,SICK/INJURED/MEDICAL - PERSON,153152  ANTHONY DOWLING,SICK/INJURED/MEDICAL - PERSON,,,,
https://www.wokewindows.org/incidents/212003031,212003031,false,2021-01-14 15:00:00,A1,Downtown,false,200 BOYLSTON ST,NEW SUDBURY ST,M/V - LEAVING SCENE - PROPERTY DAMAGE,076156  KELVIN ERVIN,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212003077,212003077,false,2021-01-14 15:00:00,A7,East Boston,false,"",,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,009282  PETER FONTANEZ,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,,,,
https://www.wokewindows.org/incidents/212003032,212003032,false,2021-01-14 15:00:00,C11,Dorchester,false,"",,VANDALISM,100417  THOMAS FLYNN,VANDALISM,,,,
https://www.wokewindows.org/incidents/212003029,212003029,false,2021-01-14 14:57:00,,,,"",,SICK/INJURED/MEDICAL - POLICE,012235  BRIAN LEAHY,"",,,,
https://www.wokewindows.org/incidents/212003038,212003038,false,2021-01-14 14:51:00,A15,Charlestown,false,57 RUSSELL ST,RUSSELL ST,INVESTIGATE PERSON,148247  JOSEPH CAGGIANO,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212003027,212003027,false,2021-01-14 14:38:00,A1,Downtown,false,47 WEST ST,WEST ST,ASSAULT - SIMPLE,"153146  JORDAN, M. WELLS",ASSAULT - SIMPLE,,,,
https://www.wokewindows.org/incidents/212003030,212003030,false,2021-01-14 14:38:00,D4,South End,false,231 MASSACHUSETTS AVE,MASSACHUSETTS AVE,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,,,,
https://www.wokewindows.org/incidents/212003037,212003037,false,2021-01-14 14:31:00,B2,Roxbury,false,638 WARREN ST,WASHINGTON ST,M/V ACCIDENT - PROPERTY DAMAGE,,M/V ACCIDENT - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212003024,212003024,false,2021-01-14 14:29:00,D14,Brighton,false,"",,M/V ACCIDENT - OTHER,,M/V ACCIDENT - OTHER,,,,
https://www.wokewindows.org/incidents/212003033,212003033,false,2021-01-14 14:23:00,E5,West Roxbury,false,1190 VFW PKWY,VFW PKWY,SICK/INJURED/MEDICAL - PERSON,116931  KEVIN TOOMEY,SICK/INJURED/MEDICAL - PERSON,,,,
https://www.wokewindows.org/incidents/212003011,212003011,false,2021-01-14 14:02:00,B2,Roxbury,false,254 SEAVER ST,SEAVER ST,INVESTIGATE PROPERTY,135935  MOLLY RATTIGAN,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/212003021,212003021,false,2021-01-14 13:56:00,D4,South End,false,100 ARLINGTON ST,,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN),148317  SEAN DOOLAN,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN); AUTO THEFT,,,,
https://www.wokewindows.org/incidents/212003010,212003010,false,2021-01-14 13:44:00,C11,Dorchester,false,"",,M/V - LEAVING SCENE - PERSONAL INJURY,144335  SARAH MALONE,M/V - LEAVING SCENE - PERSONAL INJURY,,,,
https://www.wokewindows.org/incidents/212003012,212003012,false,2021-01-14 13:29:00,B2,Roxbury,false,15 FRANCIS ST,FRANCIS ST,M/V ACCIDENT - PROPERTY DAMAGE,103757  DAVID GODIN,M/V ACCIDENT - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212003008,212003008,false,2021-01-14 13:26:00,A1,Downtown,false,350 WASHINGTON ST,WASHINGTON ST,SICK ASSIST,153161  BRENDAN MURPHY,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/212003022,212003022,false,2021-01-14 13:24:00,A1,Downtown,false,274 TREMONT ST,TREMONT ST,M/V ACCIDENT - PROPERTY DAMAGE,153114  ELIEZER VAZQUEZ,M/V ACCIDENT - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212002999,212002999,false,2021-01-14 13:24:00,A1,Downtown,false,"",,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,111241  MICHAEL MUSTACCHIO,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,,,,
https://www.wokewindows.org/incidents/212003013,212003013,false,2021-01-14 13:23:00,C11,Dorchester,false,"",REGINA RD,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/212003023,212003023,false,2021-01-14 13:18:00,B3,Mattapan,false,415 SEAVER ST,SEAVER ST,ASSAULT - SIMPLE,010238  JEAN ACLOQUE,ASSAULT - SIMPLE,,,,
https://www.wokewindows.org/incidents/212002995,212002995,false,2021-01-14 13:13:00,D14,Brighton,false,"",WASHINGTON ST,"",,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/212003001,212003001,false,2021-01-14 13:13:00,E13,Jamaica Plain,false,225 CENTRE ST,CENTRE ST,FIREARM/WEAPON - FOUND OR CONFISCATED,153113  JOHN WESCOTT,FIREARM/WEAPON - FOUND OR CONFISCATED,,,,
https://www.wokewindows.org/incidents/212003003,212003003,false,2021-01-14 13:12:00,B3,Mattapan,false,"",KINGSDALE ST,"",,ASSAULT - AGGRAVATED,,,,
https://www.wokewindows.org/incidents/212003018,212003018,false,2021-01-14 13:07:00,B3,Mattapan,false,1630 BLUE HILL AVE,BLUE HILL AVE,INVESTIGATE PERSON,010312  FRANK WILLIAMS,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/212002994,212002994,false,2021-01-14 13:05:00,B2,Roxbury,false,30 WYOMING ST,WYOMING ST,FRAUD - IMPERSONATION,,FRAUD - IMPERSONATION,,,,
https://www.wokewindows.org/incidents/212003019,212003019,false,2021-01-14 13:04:00,A7,East Boston,false,27 NAY ST,NAY ST,INVESTIGATE PROPERTY,106311  DOMINIC DIMARZO,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/212002992,212002992,false,2021-01-14 13:01:00,E5,West Roxbury,false,1764 CENTRE ST,CENTRE ST,FRAUD - CREDIT CARD / ATM FRAUD,144315  LAURA MELISSA SUAREZ,FRAUD - CREDIT CARD / ATM FRAUD,,,,
https://www.wokewindows.org/incidents/212002997,212002997,false,2021-01-14 12:59:00,C11,Dorchester,false,"",NEPONSET AVE,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/212003009,212003009,false,2021-01-14 12:50:00,A15,Charlestown,false,RUTHERFORD AVE,RUTHERFORD AVE,M/V ACCIDENT - PROPERTY DAMAGE,011631  SEAN MCCARTHY,M/V ACCIDENT - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212003014,212003014,false,2021-01-14 12:47:00,C11,Dorchester,false,45 CENTRE ST,CENTRE ST,SICK ASSIST,,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/212003000,212003000,false,2021-01-14 12:44:00,B2,Roxbury,false,"",NORFOLK AVE,"",,VIOLATION - RESTRAINING ORDER (NO ARREST),,,,
https://www.wokewindows.org/incidents/212002990,212002990,false,2021-01-14 12:36:00,E13,Jamaica Plain,false,25 ARMSTRONG ST,ARMSTRONG ST,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,131230  JOHN FEENEY,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,,,,
https://www.wokewindows.org/incidents/212002996,212002996,false,2021-01-14 12:33:00,B2,Roxbury,false,"",DRAYTON AVE,"",,ASSAULT - SIMPLE,,,,
https://www.wokewindows.org/incidents/212002998,212002998,false,2021-01-14 12:30:00,E18,Hyde Park,false,20 FAIRLAWN AVE,FAIRLAWN AVE,VERBAL DISPUTE,008727  STEPHEN LANDRUM,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/212003016,212003016,false,2021-01-14 12:29:00,B2,Roxbury,false,225 BLUE HILL AVE,BLUE HILL AVE,LARCENY THEFT FROM BUILDING,,LARCENY THEFT FROM BUILDING,,,,
https://www.wokewindows.org/incidents/212003002,212003002,false,2021-01-14 12:28:00,E5,West Roxbury,false,70 BAKER ST,BAKER ST,SUDDEN DEATH,,SUDDEN DEATH,,,,
https://www.wokewindows.org/incidents/212003026,212003026,false,2021-01-14 12:20:00,E13,Jamaica Plain,false,"",,SEARCH WARRANT,131230  JOHN FEENEY,SEARCH WARRANT,,,,
https://www.wokewindows.org/incidents/212003005,212003005,false,2021-01-14 12:20:00,D14,Brighton,false,736 CAMBRIDGE ST,WASHINGTON ST,ASSAULT - AGGRAVATED,151204  CLARENCE THOMPSON,ASSAULT - AGGRAVATED; ASSAULT - SIMPLE,,,,
https://www.wokewindows.org/incidents/212002991,212002991,false,2021-01-14 12:13:00,D4,South End,false,160 W SPRINGFIELD ST,W SPRINGFIELD ST,SUDDEN DEATH,,SUDDEN DEATH,,,,
https://www.wokewindows.org/incidents/212002987,212002987,false,2021-01-14 12:12:00,C6,South Boston,false,"",D ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/212002993,212002993,false,2021-01-14 12:00:00,C11,Dorchester,false,158 ADAMS ST,GIBSON ST,LARCENY THEFT FROM MV - NON-ACCESSORY,,LARCENY THEFT FROM MV - NON-ACCESSORY; LARCENY THEFT OF MV PARTS & ACCESSORIES,,,,
https://www.wokewindows.org/incidents/212004256,212004256,false,2021-01-14 12:00:00,,,,40 SUDBURY ST,,PROPERTY - LOST/ MISSING,103579  PETER GARABEDIAN,"",,,,
https://www.wokewindows.org/incidents/212003353,212003353,false,2021-01-14 12:00:00,D14,Brighton,false,"",CAMBRIDGE ST,"",,SEX OFFENSE - RAPE - FORCIBLE,,,,
https://www.wokewindows.org/incidents/212003282,212003282,false,2021-01-14 12:00:00,A7,East Boston,false,740 SARATOGA ST,PARIS ST,HARASSMENT/ CRIMINAL HARASSMENT,,HARASSMENT/ CRIMINAL HARASSMENT,,,,
https://www.wokewindows.org/incidents/212002988,212002988,false,2021-01-14 11:54:00,A1,Downtown,false,1 MAPLE PL,MAPLE PL,SICK ASSIST,144464  OMAR MCGOVERN,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/212002977,212002977,false,2021-01-14 11:48:00,A1,Downtown,false,18 TYLER ST,TYLER ST,M/V - LEAVING SCENE - PROPERTY DAMAGE,,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/212002971,212002971,false,2021-01-14 11:32:00,C11,Dorchester,false,97 BLOOMFIELD ST,BLOOMFIELD ST,SICK/INJURED/MEDICAL - POLICE,,SICK/INJURED/MEDICAL - POLICE,,,,
https://www.wokewindows.org/incidents/212002976,212002976,false,2021-01-14 11:29:00,E13,Jamaica Plain,false,17 BURR ST,BURR ST,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN),,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN); LARCENY THEFT FROM MV - NON-ACCESSORY,,,,
https://www.wokewindows.org/incidents/212002989,212002989,false,2021-01-14 11:10:00,E5,West Roxbury,false,5318 WASHINGTON ST,WASHINGTON ST,M/V ACCIDENT - OTHER,,M/V ACCIDENT - OTHER,,,,
https://www.wokewindows.org/incidents/212002961,212002961,false,2021-01-14 11:03:00,C11,Dorchester,false,108 BLOOMFIELD ST,CORONA ST,TRESPASSING,100417  THOMAS FLYNN,TRESPASSING,,,,
